SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
071,09,011,34180,34250,00000,1,A,Groton city,Connecticut,10389,9389,9380,9342,9353,9298,9240,9152,9093,9065,9012
071,09,011,34460,34250,00000,1,A,Groton Long Point borough,Connecticut,518,518,518,517,519,516,516,512,509,509,510
071,09,011,99990,34250,00000,1,S,Balance of Groton town,Connecticut,29208,30208,30183,29944,30335,30251,29943,29594,29470,29280,29170
061,09,011,00000,42390,00000,1,A,Lebanon town,Connecticut,7308,7379,7374,7364,7382,7337,7315,7254,7219,7230,7207
061,09,011,00000,42600,00000,1,A,Ledyard town,Connecticut,15051,15051,15041,15012,15046,15003,14997,14880,14805,14792,14736
061,09,011,00000,43230,00000,1,A,Lisbon town,Connecticut,4338,4338,4336,4327,4348,4332,4315,4282,4263,4261,4248
061,09,011,00000,44210,00000,1,A,Lyme town,Connecticut,2406,2406,2404,2398,2400,2386,2376,2358,2348,2347,2338
061,09,011,00000,48900,00000,1,A,Montville town,Connecticut,19571,19569,19583,19673,19667,19686,19554,19244,19139,18803,18716
061,09,011,00000,52350,00000,0,C,New London town,Connecticut,27620,27620,27613,27619,27566,27352,27206,27024,27024,27014,26939
071,09,011,52280,52350,00000,1,A,New London city,Connecticut,27620,27620,27613,27619,27566,27352,27206,27024,27024,27014,26939
061,09,011,00000,55500,00000,1,A,North Stonington town,Connecticut,5297,5297,5296,5282,5294,5266,5251,5216,5248,5252,5243
061,09,011,00000,56270,00000,0,C,Norwich town,Connecticut,40493,40495,40543,40460,40506,40311,40091,39751,39470,39344,39136
071,09,011,56200,56270,00000,1,A,Norwich city,Connecticut,40493,40495,40543,40460,40506,40311,40091,39751,39470,39344,39136
061,09,011,00000,57040,00000,1,A,Old Lyme town,Connecticut,7603,7603,7595,7572,7583,7550,7524,7461,7429,7410,7366
061,09,011,00000,62150,00000,1,A,Preston town,Connecticut,4726,4724,4724,4722,4741,4726,4714,4665,4657,4650,4638
061,09,011,00000,66210,00000,1,A,Salem town,Connecticut,4151,4151,4152,4161,4180,4165,4139,4135,4125,4129,4123
061,09,011,00000,71670,00000,1,A,Sprague town,Connecticut,2984,2984,2983,2983,2986,2971,2965,2933,2913,2905,2889
061,09,011,00000,73770,00000,0,A,Stonington town,Connecticut,18545,18545,18533,18489,18543,18471,18396,18250,18565,18530,18449
071,09,011,73700,73770,00000,1,A,Stonington borough,Connecticut,929,929,928,924,927,920,914,904,898,895,892
071,09,011,99990,73770,00000,1,F,Balance of Stonington town,Connecticut,17616,17616,17605,17565,17616,17551,17482,17346,17667,17635,17557
061,09,011,00000,78600,00000,1,A,Voluntown town,Connecticut,2603,2603,2603,2596,2603,2591,2575,2557,2549,2550,2535
061,09,011,00000,80280,00000,1,A,Waterford town,Connecticut,19517,19519,19502,19476,19507,19398,19281,19112,18999,18958,18887
050,09,013,00000,00000,00000,0,N,Tolland County,Connecticut,152691,152744,153236,153027,151963,151783,151710,151685,151094,150933,150921
061,09,013,00000,01080,00000,1,A,Andover town,Connecticut,3303,3303,3304,3298,3281,3277,3272,3266,3249,3242,3231
061,09,013,00000,06260,00000,1,A,Bolton town,Connecticut,4980,4978,4978,4979,4962,4948,4953,4951,4924,4909,4890
061,09,013,00000,16400,00000,1,A,Columbia town,Connecticut,5485,5485,5484,5477,5465,5455,5447,5432,5419,5406,5385
061,09,013,00000,17800,00000,1,A,Coventry town,Connecticut,12435,12435,12440,12477,12443,12424,12429,12458,12434,12415,12414
061,09,013,00000,25360,00000,1,A,Ellington town,Connecticut,15602,15593,15624,15630,15787,15771,15787,15915,16039,16160,16299
061,09,013,00000,37910,00000,1,A,Hebron town,Connecticut,9686,9683,9683,9663,9628,9581,9559,9551,9513,9491,9482
061,09,013,00000,44910,00000,1,A,Mansfield town,Connecticut,26543,26609,27078,26853,25910,26089,26158,26124,26000,25858,25817
061,09,013,00000,69220,00000,1,A,Somers town,Connecticut,11444,11451,11439,11502,11463,11348,11425,11442,11090,10851,10834
061,09,013,00000,72090,00000,1,A,Stafford town,Connecticut,12087,12077,12078,12058,12004,11944,11904,11871,11792,11924,11884
061,09,013,00000,76290,00000,1,A,Tolland town,Connecticut,15052,15052,15049,15035,14973,14905,14856,14851,14750,14694,14655
061,09,013,00000,77830,00000,1,A,Union town,Connecticut,854,854,856,853,853,850,849,848,844,838,840
061,09,013,00000,78250,00000,1,A,Vernon town,Connecticut,29179,29190,29185,29176,29198,29224,29132,29052,29162,29234,29303
061,09,013,00000,85950,00000,1,A,Willington town,Connecticut,6041,6034,6038,6026,5996,5967,5939,5924,5878,5911,5887
050,09,015,00000,00000,00000,0,N,Windham County,Connecticut,118428,118381,118545,118305,117917,117505,116769,116468,116052,116374,117027
157,09,015,18780,00000,00000,0,A,Danielson borough,Connecticut,4051,4031,4032,4030,4013,4001,3980,3971,3955,3980,4009
157,09,015,99990,00000,00000,0,F,Balance of Windham County,Connecticut,114377,114350,114513,114275,113904,113504,112789,112497,112097,112394,113018
061,09,015,00000,01430,00000,1,A,Ashford town,Connecticut,4317,4303,4304,4290,4275,4260,4236,4226,4210,4231,4261
061,09,015,00000,09190,00000,1,A,Brooklyn town,Connecticut,8210,8212,8216,8218,8236,8272,8251,8243,8190,8224,8280
061,09,015,00000,12130,00000,1,A,Canterbury town,Connecticut,5132,5132,5131,5123,5104,5088,5074,5076,5052,5080,5100
061,09,015,00000,13810,00000,1,A,Chaplin town,Connecticut,2305,2297,2295,2288,2278,2270,2254,2246,2239,2244,2256
061,09,015,00000,21860,00000,1,A,Eastford town,Connecticut,1749,1769,1770,1759,1754,1756,1752,1768,1767,1775,1790
061,09,015,00000,36000,00000,1,A,Hampton town,Connecticut,1863,1861,1862,1867,1870,1869,1860,1852,1844,1846,1853
061,09,015,00000,40500,00000,0,A,Killingly town,Connecticut,17370,17372,17377,17361,17298,17253,17173,17123,17077,17167,17287
071,09,015,18780,40500,00000,1,A,Danielson borough,Connecticut,4051,4031,4032,4030,4013,4001,3980,3971,3955,3980,4009
071,09,015,99990,40500,00000,1,F,Balance of Killingly town,Connecticut,13319,13341,13345,13331,13285,13252,13193,13152,13122,13187,13278
061,09,015,00000,59980,00000,1,A,Plainfield town,Connecticut,15405,15408,15400,15345,15286,15229,15140,15100,15067,15100,15173
061,09,015,00000,61030,00000,1,A,Pomfret town,Connecticut,4247,4247,4249,4230,4217,4200,4178,4165,4150,4169,4204
061,09,015,00000,62710,00000,1,A,Putnam town,Connecticut,9584,9564,9562,9544,9499,9457,9403,9370,9311,9338,9395
061,09,015,00000,67400,00000,1,A,Scotland town,Connecticut,1726,1726,1727,1719,1709,1701,1692,1684,1677,1679,1685
061,09,015,00000,73420,00000,1,A,Sterling town,Connecticut,3830,3825,3825,3800,3792,3774,3755,3746,3737,3751,3780
061,09,015,00000,75870,00000,1,A,Thompson town,Connecticut,9458,9491,9489,9458,9422,9393,9336,9321,9302,9326,9395
061,09,015,00000,86790,00000,1,A,Windham town,Connecticut,25268,25210,25375,25358,25274,25103,24828,24735,24635,24628,24706
061,09,015,00000,88190,00000,1,A,Woodstock town,Connecticut,7964,7964,7963,7945,7903,7880,7837,7813,7794,7816,7862
